Comment,Author,LikeCount,PublishedAt,Tokens,Sentiment
우리나라도 글로벌 경영을 하는 기업인 출신들이 대통령에 도전했으면 법령과 규정만 따지는 법관들 변호사는 이제 고만 뽑자,@sunhokim303,10,2024-11-06T15:52:16Z,"['우리나라', '글로벌', '경영', '기업인', '출신', '대통령', '도전', '법령', '규정', '법관', '변호사']",-0.5
"미국은 저 파란 지역이 지적수준이 낮고, 맨날 티비나 쳐보고 맹목적으로 행동하는 그런 동네들인가보네.카르텔 몇 놈의 탐욕으로 지네 나라를 골로 보내는 것도 모르고 수십년을 카르텔만 지지해 왔으니",@ruslanantonov7544,10,2024-11-06T12:22:53Z,"['미국', '지역', '수준', '티비', '맹목', '행동', '동네', '카르텔', '탐욕', '나라', '수십', '카르텔', '지지']",-0.5
한국 공중파 언론은 일개 개인 유투버보다 신뢰성이 떨어진다.,@ruttatata2023,10,2024-11-06T17:21:59Z,"['한국', '공중파', '언론', '일개', '개인', '유투버', '신뢰']",0.1
갸표 전까지 주구장창 힐러리 90% 당선이라 했는데 트럼프 당선됐었지 지금은 50ㄷ50이라는데 그럼 그냥 트럼프 압승인거,@박승환-n8d,10,2024-11-06T10:42:16Z,"['갸표', '장창', '힐러리', '당선', '트럼프', '당선', '지금', '트럼프', '압승']",-0.5
국내 언론 깊은 뭔가를 고민 해야 하지 않을까?,@박경서-r7u,10,2024-11-06T09:35:39Z,"['국내', '언론', '고민']",0.1
도람뿌형~~당선 🎂 🥳 🎉,@장태지-i3o,9,2024-11-06T11:24:10Z,"['도람뿌형', '당선']",0.3
"부정선거 아니면 이길 수 없는 게임임, 지난  46대도 부정선거로 먹은 거지,  미 대법에서 판결난거 아실분들은 다 아실 것임화이햇의 승리임",@cheolun6407,9,2024-11-06T15:09:18Z,"['부정', '선거', '게임', '부정', '선거', '대법', '판결', '화이', '승리']",0.5
내가 미국인이라도 자국우선하는트럼프찍지ㅋㅋ,@jlee6603,9,2024-11-06T09:41:42Z,"['미국인', '자국', '우선', '트럼프']",0.1
초박빙이 아니라 미국내에선 수없이 트럼프 승리한다고 떠드는데도 우리나라 언론이 미 민주당편 언론 기사만 내보낸 거임직접투표가 아니라 간접선거라근소하게 공화당이 져도 당연히 공화당 승리란걸 역대선거에서 보고도 몰랐나,@이젠가죠,9,2024-11-06T14:12:02Z,"['박빙', '미국', '트럼프', '승리', '우리나라', '언론', '민주당', '언론', '기사', '투표', '간접', '선거', '공화당', '공화당', '승리', '역대', '선거']",0.0
그와중에 역전가능성 여지 주는거 개역겹네 ㅋㅋㅋ 지금 해리스 몰표나와도 이미 과반수라서 끝났다고 ㅋㅋㅋ,@tokkisusu,8,2024-11-06T09:31:44Z,"['와중', '역전', '가능', '여지', '개역겹네', '해리스', '몰표나와', '과반수']",0.2
주여. 트럼프를 도우소서😮,@graceho4563,8,2024-11-06T09:54:38Z,['트럼프'],-0.2
"대한민국 정부도 나름 대비는 해놨음11월 5일 기사 보면 트럼프 당선 대비해서 방위비 현행 협정 완료까지 2년 남았는데도 새로 체결함보통 1년정도 걸리는 협상인데 6개월만에 끝냈음26년까지 방위비 1조 5천억 내고 2030년까지는 소비자물가지수 반영해서 올리는걸로 협의함 대한민국 국회만 통과하면 끝현대가 GM이 MOU 체결했음 트럼프 당선을 대비한 공동생산 공급 준비였었음",@화이팅-d3t,8,2024-11-06T12:35:09Z,"['대한민국', '정부', '나름', '대비', '기사', '트럼프', '당선', '대비', '방위비', '현행', '협정', '완료', '체결', '정도', '협상', '개월', '방위비', '천억', '소비자', '물가', '지수', '반영', '협의', '대한민국', '국회', '통과', '현대', '체결', '트럼프', '당선', '대비', '공동', '생산', '공급', '준비']",0.1
축하합니다 대한민국 방위비  올리지 마세요  트럼프  대통령 님,@김귀숙-c2v,8,2024-11-06T09:22:31Z,"['축하', '대한민국', '방위비', '트럼프', '대통령']",0.3
"하수 : 국내 언론들 수준 ㅋㅋㅋㅋㅋ고수: 언론들이 알고도 언플해서 주식,코인으로 돈 벌었구나",@쥐새끼,8,2024-11-06T10:31:14Z,"['하수', '국내', '언론', '수준', '고수', '언론', '언플', '주식', '코인']",0.5
역시.... 트럼프의 역사에 남을 그 사진사건은.... 영향력이 컸다..,@미간주름,8,2024-11-06T10:49:53Z,"['트럼프', '역사', '사진', '사건', '영향력']",0.5
이런거보면 우리나라 부정선거 맞는것 같다,@926.lotto.no1,7,2024-12-05T11:39:27Z,"['우리나라', '부정', '선거']",0.0
네타냐후는 웃고젤렌스키는  울고,@전장선-q2p,7,2024-11-06T12:32:42Z,"['네타냐후', '스키']",-0.5
미국 주요 언론사 기사 받아서 검증없이 기사 썼잖아. SBS 니들이 우리를 속인거지,@FirstLove7226,7,2024-11-06T09:39:29Z,"['미국', '주요', '언론사', '기사', '검증', '기사', '니들', '우리']",-0.5
양심 디셨노ㅋㅋㅋㅋ 니들이 사기치고 갑자기 아닌척하냐,@안뇽-e5v,7,2024-11-06T12:27:12Z,"['양심', '디셨노', '니들']",-1.0
"카멀라, 넌 해고야!",@sanghakkim9865,7,2024-11-06T09:33:38Z,"['카멀라', '해고']",-0.5
좌편항 국내언론들 특히 jtbc 여론왜굑 선둉 방송 처벌하라! 방송허가 박탈하라!,@한창석-w9f,7,2024-11-06T10:49:26Z,"['좌편', '국내', '언론', '여론왜굑', '선둉', '방송', '처벌', '방송', '허가', '박탈']",0.0
당신들 헤리스된다고 하지 않았나? 어떻게 당신들 언론을 믿을수 있나? 슬프다,@augustopark9400,7,2024-11-06T09:44:57Z,"['당신', '헤리스', '당신', '언론']",-0.6
먼소리야ㅋㅋㅋㅋㅋ 한국 언론만 예상 못했어 ㅋㅋㅋ,@블랙-i8e9w,7,2024-11-06T14:23:37Z,"['소리', '한국', '언론', '예상']",-0.7
이번 미국대선으로 한국언론이 얼마나 신뢰성이 없는지 알게됨 진짜 최악이다.,@찔빵,7,2024-11-06T15:56:09Z,"['이번', '미국', '대선', '한국', '언론', '신뢰', '최악']",1.0
언론에 다들 속고ㅋㅋㅋㅋ해리스된다면서 방송들아,@정은기-i2p,7,2024-11-06T09:42:02Z,"['언론', '해리스', '방송']",0.2
격하게 축하합니다,@vampire-x8w,6,2024-11-06T11:25:58Z,['축하'],0.2
한국언론은    다가짜뉴스네~~~~,@이현철-e8d8o,6,2024-11-06T11:39:09Z,"['한국', '언론', '가짜', '뉴스']",-0.5
언론이 중립을 지키고 있는 그대로 보도해야하는데미국도 그렇고 우리나라 언론들도 너무 좌편향되있음,@국정우,6,2024-11-06T17:25:12Z,"['언론', '중립', '보도', '미국', '우리', '나라', '언론', '좌편향']",-0.3
"왜 국내언론들이 욕먹는거임? 미국언론들, cnn같은곳조차 박빙이니 헤리스우세니 떠들어댔는데 미국가서 직접여론조사 할 수 있는것도 아니고 실제 검증방법이 있었음?",@박수찬-p3w,6,2024-11-06T10:48:30Z,"['국내', '언론', '미국', '언론', '박빙', '헤리스우세', '미국', '여론', '조사', '실제', '검증', '방법']",0.2
이쯤되면 언론 선동 의심해봐야한다 세월호도 그렇고,@망도르빵,6,2024-11-06T12:06:15Z,"['언론', '선동', '의심', '세월호']",-0.5
아직도 우리나라 언론을믿음..?영화로도 그렇게 힌트를줬는데어휴 ㅠ,@BJ-dc6sy,6,2024-11-06T23:37:17Z,"['우리나라', '언론', '믿음', '영화로', '힌트']",-0.5
SBS 니들이 제일 초박빙이랬잖어..,@Ehd930,6,2024-11-06T10:47:53Z,"['니들', '박빙']",0.0
미국에도 미스터명태균이 있었나봐요,@강무림-m8u,6,2024-11-06T09:49:08Z,"['미국', '미스터', '명태']",0.0
언론도 책임없이 헛소리하면 벌금 쎄게 때려야 됨,@diegocaesarq,6,2024-11-06T12:21:34Z,"['언론', '책임', '소리', '벌금']",0.0
이럴줄알았어,@이제현-b2w,6,2024-11-06T10:12:04Z,[],-0.5
"일본은 트럼프랑 이시바 총리가 친해질 방법 같은 것( 1 가장먼저 줄서기 2 골프 같이 하기  3 기독교 )으로 뉴스 만들던데 1,2는 물건너 갔고 3번으로 공략해야 한다고 하더라우리는 언론이 사람들을 선동할려 했던 잘못을 인정하고  반성한 뒤 대응책을 알아봐야 하는데  아직도 해리스 지지한 것 변명하니라 바쁘네",@Gift-i539,6,2024-11-06T14:07:16Z,"['일본', '트럼프', '이시바', '총리', '방법', '골프', '기독교', '뉴스', ',2', '공략', '우리', '언론', '사람', '선동', '잘못', '인정', '반성', '대응책', '해리스', '지지', '변명']",0.1
대한민국은 이젠 곡할 일들만 남았네~ㅠㅠ여기도 곡소리~~ㅠㅠ저기도 곡소리~~ㅠㅠ,@신신-USA,6,2024-11-06T12:04:46Z,"['대한민국', '이제', '여기', '곡소리', '저기', '곡소리']",-0.7
월스트리트 진작에 트럼프 당선 예측하고 주식 다 움직이고 있는데도 뉴스는 해리스 해리스 거리더라..,@leemke1539,6,2024-11-06T11:21:20Z,"['월스트리트', '트럼프', '당선', '예측', '주식', '뉴스', '해리스', '해리스', '거리']",0.2
이러니까 이죄명 지지율도 뻐엉,@inseoncha9596,6,2024-11-06T09:42:55Z,"['죄명', '지지율', '뻐엉']",0.2
한국언론이 해리스되길 바랬던거지,@딩굴딩굴-y1o,5,2024-11-06T09:37:34Z,"['한국', '언론', '해리스']",-0.6
미국판 명태균이 있는 모양 이렇게 큰 차이나는걸 박빙이라고 날지 날지를 치다니,@yul7668,5,2024-11-06T10:04:55Z,"['미국판', '명태', '모양', '차이', '박빙']",-0.2
"“The best is yet to come” -트럼프, 2020",@Ryan-fc3qh,5,2024-11-06T11:00:30Z,['트럼프'],0.2
"이런게 진짜 가짜뉴스다. 뉴스가 얼마나 가짜뉴스를 내보는지 증명하고 있다. 그 피해 또한 책임안지고 있으니, 이게 무슨 공영방송이냐 MBC, 공영방송 아닌 jtbc도 사실적인 것들은 왜곡하면 안된다. 여기가 북한이냐. 니덜이 부르짖는 민주주의냐",@컨트-h2l,5,2024-11-08T03:59:08Z,"['가짜', '뉴스', '뉴스', '가짜', '뉴스', '증명', '피해', '책임', '이것', '공영', '방송', '공영', '방송', '사실', '왜곡', '여기', '북한', '민주주의']",0.0
국내 언론 수준 다 뽀록남 ㅋㅋㅋㅋ 초등학생도 할 수있다,@SORIPLAY-x6s,5,2024-11-06T09:44:55Z,"['국내', '언론', '수준', '뽀록남', '초등학생']",0.0
해리스 된다고 우리가 좋을 이유도 없는데 여튼 우리나라 사람 좌파 참 좋아해 우리가 이렇게 큰것도 따지고 보면 미국보수진영이 해놓은게 많은데,@땅고-e9z,5,2024-11-06T10:30:48Z,"['해리스', '우리', '이유', '우리나라', '사람', '좌파', '우리', '미국', '보수', '진영']",0.1
내가 찍은 트럼프 대통령님 당선 축하 드립니다 🍷건배 !오늘 나에게 작은 기쁨을 주신 근데 우리나라에 도움 돼야 할텐데요,@jinny9977,5,2024-11-06T10:54:50Z,"['트럼프', '대통령', '당선', '축하', '건배', '오늘', '기쁨', '우리', '나라', '도움']",0.5
ㅋㅋ SBS 지들도 초박빙이라고 하더니 유체이탈 화법 오지네..,@하나-w3n6h,5,2024-11-06T14:10:20Z,"['박빙', '유체', '이탈', '화법', '오지']",0.1
자체 취재 능력이 없어서 미국 기사 입맛에 맞게 선별해서 받아먹는 주제에 뭔 예상이랑 달라 ㅋ,@Freizei_t,5,2024-11-06T23:54:24Z,"['자체', '취재', '능력', '미국', '기사', '입맛', '선별', '주제', '예상']",-0.6
나는 진작에 이럴줄 알았지,@쉐끼루x2,5,2024-11-06T14:47:45Z,['진작'],0.1
이미 압도적인 거 알고 있었는데 니들이 선동질 한 거지 우리가 그런 것 까지 속아 넘어 갈 바보로 보이냐?,@hbl9586,5,2024-11-06T11:56:15Z,"['압도', '선동', '우리', '바보']",-0.5
한국 니들은 이제 뒤졌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@yas-oh,5,2024-11-06T09:25:06Z,['한국'],-0.5
한국 언론은 믿으면 절대 안 된다 뭐든 반대로 생각하면 된다 윤석열 지지도 70프로 이상 나온다,@seunghwan8364,5,2024-11-06T14:21:26Z,"['한국', '언론', '반대', '생각', '윤석열', '지지도', '프로', '이상']",0.0
이럴 줄 알았다.답없는 한국언론..,@현명-h8n,5,2024-11-06T13:40:10Z,"['한국', '언론']",-0.6
눈가리고 아웅하기 + 도둑이 제발 저린다를 동시에 하고 있는 SBS,@KorEngVoiceScript,4,2024-12-03T12:19:40Z,"['도둑', '동시']",-0.4
"빨갱이들이 너무많다 요즘누가 정은이를 지지하냐빨갱이란소리 하면안된다 그러든데 진짜 돌대가리들인가 ?  좌빨들은 하나같이 돌대가리들 .....아니 죄인이, 죄명이 , 이석기 , 임종석등  다들정은이  진핑이를 두목으로 모시고있고 지네들은  그것들을 지지하고 있으면서빨갱이가  아니란다 .나원참 머리에  똥만들었나 ?",@haekmyung1646,4,2024-12-05T05:04:13Z,"['빨갱이', '누구', '정은이', '지지', '빨갱이', '소리', '진짜', '돌대가리', '좌빨', '돌대가리', '죄인', '죄명', '이석기', '임종석', '정은', '진핑', '두목', '그것', '지지', '빨갱이', '머리']",0.3
이 새끼들은 양심 이라곤 전혀 없는 파렴치한 사기꾼 잡배들이딘 누구SBS.KBS.MBC.JTBC.YTN.연합뉴스니들 .종편들 말이다,@dohan0611,4,2024-11-11T13:07:14Z,"['새끼', '양심', '파렴치', '사기', '잡배', '누구', '연합뉴스', '종편']",-0.5
"주어가 빠졌는데...??내기억으론 sbs도 카말라 확정적이라고 했던거 같은데, 이제와서 남얘기 하듯??ㅋㅋㅋㅋ진짜 얘들 안되겠다... 영어공부를 좀 하든지 하지... 미국에선 가짜뉴스로 판명나서 시청률 90프로나 떨어진  cnn 또 인용하고 자빠짐",@SanghoonOh_3662,4,2024-11-25T01:35:09Z,"['주어', '기억', '확정', '얘기', '영어', '공부', '미국', '가짜', '뉴스', '판명', '시청', '프로', '인용']",-0.8
미국 자체가 항상 자국이익중심 나라인데 여자를 대통령으로 뽑아놀리. 있겠냐? ㅋㅋ,@호랭이-v6y,4,2024-11-06T10:54:37Z,"['미국', '자체', '자국', '이익', '중심', '나라', '여자', '대통령']",0.1
반전이었다는 식으로 거짓보도는 하지마세요 제발,@1004-ch3ss,4,2024-11-06T11:02:06Z,"['반전', '거짓', '보도']",0.0
Sbs 니네도 트럼프가 해리스 따라잡았다고 초박빙이라고 떠들었잖아. 이제와서 아닌척 하는거야?  한국 좌편향언론들 답없다. 절대 언론믿지미라.,@sibelius8982,4,2024-11-06T10:55:20Z,"['니네', '트럼프', '해리스', '박빙', '한국', '좌편향', '언론', '언론', '미라']",-0.5
한국도 미국도 언론조작들 다 반성해라..결과 틀렸는데 왜 반성 안하냐??  사과방송 안하냐? 요즘이 조작질할 시대냐?.. ㅉㅉ손바닥으로 하늘을 가려라 촌스럽게 ..,@user_giantalmond,4,2024-11-17T13:21:23Z,"['한국', '미국', '언론', '조작', '반성', '결과', '반성', '사과', '방송', '요즘', '조작', '시대', '손바닥', '하늘']",-0.3
한국만 박빙이였지ㅋ 해리스 지지를 언론사가 하냐 ㅋ,@Poiuytrewq-b5n,4,2024-11-06T09:35:02Z,"['한국', '박빙', '해리스', '지지', '언론사']",0.2
한국언론 직무유기와 사기로 구속해야.,@쭈인님,4,2024-11-08T05:17:31Z,"['한국', '언론', '직무', '유기', '사기', '구속']",-0.6
언론들 나거한 플레이 이제 그만좀 하자,@DCJLUnlimited,4,2024-11-06T11:19:38Z,"['언론', '플레이']",-0.5
언론이 좌파 입장만 쓴 게 아니라 정부가 친미주의 하니까 정부기사를 쓴거야 그럼 좌파가아닌  우파인거지 차라리 프락치라고 해라 ㅋ,@하기괜찮은척,4,2024-11-06T10:16:15Z,"['언론', '좌파', '입장', '정부', '주의', '정부', '기사', '좌파', '우파', '프락치']",0.0
미국인 입장에선 트럼프가 최고지,@twosometime2692,4,2024-11-06T15:45:17Z,"['미국인', '입장', '트럼프', '최고']",0.2
내가 미국인이여도 트럼프뽑지..트럼프가 잘해서 더 미국이 더 안팍으로 잘되는모습 보여주길.,@Ribborninthesky,4,2024-11-09T13:23:08Z,"['미국인', '트럼프', '트럼프', '미국', '모습']",0.5
해리스 우세하다고 과거부터 거짓 뉴스 퍼트리던 좌경화된 국내 언론들. 윤석렬 지지율도 사실은 훨씬 높을거다. 좌파 편들며 거짓 선동 그만해라.,@user-ja7ghkdler3,3,2024-11-06T16:00:06Z,"['해리스', '우세', '과거', '거짓', '뉴스', '좌경', '국내', '언론', '윤석렬', '지지', '사실', '좌파', '거짓', '선동']",0.2
힐러리때는 힐러리를 꺽은게 맞지만 해리스는 꺽고 말고도 없었어요 독주한거죠,@janekim5608,3,2024-11-07T04:04:33Z,"['힐러리', '힐러리', '해리스', '꺽고', '독주']",0.2
